,track_id,title,artist,artist_id,album,album_id,album_releasedate,popularity,time_added,full_time_added,year_added,month_added,dayofweek_added,hour_added,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres
1007,7aBxcRw77817BrkdPChAGY,Freedom (feat. Kendrick Lamar),Beyoncé,6vWDO969PvNqNYHIOW5v0m,Lemonade,7dK54iZuOxXFarGhXwEXfF,2016-04-23,72,2019-08-16T03:11:41Z,2019-08-16 03:11:41,2019,8,4,3,0.437,0.803,2,-6.412,1,0.305,0.0376,0.0,0.683,0.406,84.378,audio_features,7aBxcRw77817BrkdPChAGY,spotify:track:7aBxcRw77817BrkdPChAGY,https://api.spotify.com/v1/tracks/7aBxcRw77817BrkdPChAGY,https://api.spotify.com/v1/audio-analysis/7aBxcRw77817BrkdPChAGY,289760,4,"['dance pop', 'pop', 'r&b']"
1008,26NX1wPt1TRCH536yocd6i,If I Were a Boy,Beyoncé,6vWDO969PvNqNYHIOW5v0m,I AM...SASHA FIERCE,23Y5wdyP5byMFktZf8AcWU,2008-11-14,68,2014-08-02T15:48:30Z,2014-08-02 15:48:30,2014,8,5,15,0.632,0.518,6,-6.126,1,0.0313,0.107,0.0,0.354,0.427,90.007,audio_features,26NX1wPt1TRCH536yocd6i,spotify:track:26NX1wPt1TRCH536yocd6i,https://api.spotify.com/v1/tracks/26NX1wPt1TRCH536yocd6i,https://api.spotify.com/v1/audio-analysis/26NX1wPt1TRCH536yocd6i,249147,4,"['dance pop', 'pop', 'r&b']"
1009,1R2wGs3SY5uGLmkN2v4ueu,I Was Married,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,The Con,4QjGIZZqvNrdkgw4LZKLZK,2007-07-24,33,2019-12-05T08:33:37Z,2019-12-05 08:33:37,2019,12,3,8,0.569,0.161,9,-10.005,1,0.0355,0.86,2.57e-06,0.447,0.338,111.797,audio_features,1R2wGs3SY5uGLmkN2v4ueu,spotify:track:1R2wGs3SY5uGLmkN2v4ueu,https://api.spotify.com/v1/tracks/1R2wGs3SY5uGLmkN2v4ueu,https://api.spotify.com/v1/audio-analysis/1R2wGs3SY5uGLmkN2v4ueu,92693,4,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
1010,7w0jBUygrwNZgsvuM8HqSu,Living Room,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,If It Was You,03KYia16AlAgoGNUneay0J,2002,37,2019-10-24T22:42:10Z,2019-10-24 22:42:10,2019,10,3,22,0.707,0.856,7,-5.739,0,0.0582,0.727,0.000173,0.43,0.272,114.037,audio_features,7w0jBUygrwNZgsvuM8HqSu,spotify:track:7w0jBUygrwNZgsvuM8HqSu,https://api.spotify.com/v1/tracks/7w0jBUygrwNZgsvuM8HqSu,https://api.spotify.com/v1/audio-analysis/7w0jBUygrwNZgsvuM8HqSu,167867,4,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
1011,7ImkjvM1OKWhJ5HIPOHcHE,Walking with a Ghost,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,So Jealous,2yNhqBKfZPzrxRJqGMbSz9,2004-09-14,53,2019-04-16T05:12:27Z,2019-04-16 05:12:27,2019,4,1,5,0.788,0.541,6,-5.987,0,0.0387,0.125,0.000231,0.0679,0.928,118.058,audio_features,7ImkjvM1OKWhJ5HIPOHcHE,spotify:track:7ImkjvM1OKWhJ5HIPOHcHE,https://api.spotify.com/v1/tracks/7ImkjvM1OKWhJ5HIPOHcHE,https://api.spotify.com/v1/audio-analysis/7ImkjvM1OKWhJ5HIPOHcHE,150293,4,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
1012,3KFIiX3zHGGwH7WMqHJTvz,Knife Going In,Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,The Con,4QjGIZZqvNrdkgw4LZKLZK,2007-07-24,35,2018-05-13T23:51:51Z,2018-05-13 23:51:51,2018,5,6,23,0.693,0.664,0,-7.76,0,0.0268,0.198,7.09e-06,0.106,0.68,113.089,audio_features,3KFIiX3zHGGwH7WMqHJTvz,spotify:track:3KFIiX3zHGGwH7WMqHJTvz,https://api.spotify.com/v1/tracks/3KFIiX3zHGGwH7WMqHJTvz,https://api.spotify.com/v1/audio-analysis/3KFIiX3zHGGwH7WMqHJTvz,129667,4,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
1013,5hc71nKsUgtwQ3z52KEKQk,Somebody Else,The 1975,3mIj9lX2MWuHmhNCA7LSCW,"I like it when you sleep, for you are so beautiful yet so unaware of it",1JFmNyVPdBF1ECvv4fhpW4,2016-02-26,74,2019-12-05T06:36:19Z,2019-12-05 06:36:19,2019,12,3,6,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,audio_features,5hc71nKsUgtwQ3z52KEKQk,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,347520,4,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']"
1014,3gbBpTdY8lnQwqxNCcf795,Pompeii,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,Bad Blood,64fQ94AVziavTPdnkCS6Nj,2013-01-01,70,2019-12-05T06:30:55Z,2019-12-05 06:30:55,2019,12,3,6,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,audio_features,3gbBpTdY8lnQwqxNCcf795,spotify:track:3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/tracks/3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/audio-analysis/3gbBpTdY8lnQwqxNCcf795,214148,4,"['metropopolis', 'modern rock', 'pop', 'pop rock']"
1015,2MVwrvjmcdt4MsYYLCYMt8,Tighten Up,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,Brothers,7qE6RXYyz5kj5Tll7mJU0v,2010-05-18,62,2019-12-05T06:21:17Z,2019-12-05 06:21:17,2019,12,3,6,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,audio_features,2MVwrvjmcdt4MsYYLCYMt8,spotify:track:2MVwrvjmcdt4MsYYLCYMt8,https://api.spotify.com/v1/tracks/2MVwrvjmcdt4MsYYLCYMt8,https://api.spotify.com/v1/audio-analysis/2MVwrvjmcdt4MsYYLCYMt8,211080,4,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
1016,7u63zva845rv8tRFi9FG8a,I Love You Like An Alcoholic,The Taxpayers,1QNEVFk8MjculKl5977kfy,"""God, Forgive These Bastards"" Songs From The Forgotten Life of Henry Turner",2H4MixFpi9BQdQqtozfovm,2012-06-19,53,2019-12-04T23:43:36Z,2019-12-04 23:43:36,2019,12,2,23,0.61,0.424,4,-6.489,0,0.0311,0.384,0.000148,0.11,0.207,108.416,audio_features,7u63zva845rv8tRFi9FG8a,spotify:track:7u63zva845rv8tRFi9FG8a,https://api.spotify.com/v1/tracks/7u63zva845rv8tRFi9FG8a,https://api.spotify.com/v1/audio-analysis/7u63zva845rv8tRFi9FG8a,215933,4,"['anti-folk', 'folk punk']"
1017,7JPIRFlQL2acGnyqujDrDQ,How Simple,Hop Along,3yYUV3hkJit05YIUEODqgp,"Bark Your Head Off, Dog",7taAuoHvZ4LJzEaB0OzuP3,2018-04-06,47,2019-12-04T22:50:43Z,2019-12-04 22:50:43,2019,12,2,22,0.633,0.715,6,-7.244,1,0.0304,0.0647,0.0,0.103,0.526,126.935,audio_features,7JPIRFlQL2acGnyqujDrDQ,spotify:track:7JPIRFlQL2acGnyqujDrDQ,https://api.spotify.com/v1/tracks/7JPIRFlQL2acGnyqujDrDQ,https://api.spotify.com/v1/audio-analysis/7JPIRFlQL2acGnyqujDrDQ,228458,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1018,4FmIGj5PVxMsO2AwXvQhaC,Trouble Found Me,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,6zEACGVNVUlFO2BKOELUZG,2012-05-05,26,2018-05-14T00:37:32Z,2018-05-14 00:37:32,2018,5,0,0,0.43,0.0772,0,-11.7,1,0.0309,0.928,0.000287,0.112,0.137,73.607,audio_features,4FmIGj5PVxMsO2AwXvQhaC,spotify:track:4FmIGj5PVxMsO2AwXvQhaC,https://api.spotify.com/v1/tracks/4FmIGj5PVxMsO2AwXvQhaC,https://api.spotify.com/v1/audio-analysis/4FmIGj5PVxMsO2AwXvQhaC,226551,3,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1019,0haftllew0td7WnjcuANTP,The Knock,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,41,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.543,0.758,2,-6.606,1,0.0355,0.0339,3.22e-06,0.0976,0.598,132.457,audio_features,0haftllew0td7WnjcuANTP,spotify:track:0haftllew0td7WnjcuANTP,https://api.spotify.com/v1/tracks/0haftllew0td7WnjcuANTP,https://api.spotify.com/v1/audio-analysis/0haftllew0td7WnjcuANTP,213131,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1020,3z4qUVE4YsiefmCc9K3R84,Buddy in the Parade,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,30,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.511,0.796,1,-6.158,1,0.0546,0.0385,0.00163,0.571,0.551,126.741,audio_features,3z4qUVE4YsiefmCc9K3R84,spotify:track:3z4qUVE4YsiefmCc9K3R84,https://api.spotify.com/v1/tracks/3z4qUVE4YsiefmCc9K3R84,https://api.spotify.com/v1/audio-analysis/3z4qUVE4YsiefmCc9K3R84,227356,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1021,1ywF2gv7BBWGxYbIxhSUhJ,Horseshoe Crabs,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,33,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.574,0.588,7,-6.236,1,0.0286,0.0263,0.00354,0.114,0.522,107.298,audio_features,1ywF2gv7BBWGxYbIxhSUhJ,spotify:track:1ywF2gv7BBWGxYbIxhSUhJ,https://api.spotify.com/v1/tracks/1ywF2gv7BBWGxYbIxhSUhJ,https://api.spotify.com/v1/audio-analysis/1ywF2gv7BBWGxYbIxhSUhJ,241244,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1022,4UycNvCzig1hl2Tz4dmyv3,Happy to See Me,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,30,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.705,0.295,7,-8.441,0,0.0325,0.819,0.0,0.0887,0.437,109.433,audio_features,4UycNvCzig1hl2Tz4dmyv3,spotify:track:4UycNvCzig1hl2Tz4dmyv3,https://api.spotify.com/v1/tracks/4UycNvCzig1hl2Tz4dmyv3,https://api.spotify.com/v1/audio-analysis/4UycNvCzig1hl2Tz4dmyv3,275801,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1023,0W2xGpZ3hS22uQbq5NwNrJ,Texas Funeral,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,30,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.522,0.839,5,-5.587,1,0.0491,0.0182,5.34e-05,0.23,0.483,116.555,audio_features,0W2xGpZ3hS22uQbq5NwNrJ,spotify:track:0W2xGpZ3hS22uQbq5NwNrJ,https://api.spotify.com/v1/tracks/0W2xGpZ3hS22uQbq5NwNrJ,https://api.spotify.com/v1/audio-analysis/0W2xGpZ3hS22uQbq5NwNrJ,268160,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1024,4akHkEb1ib1TfK8WkzHpFE,Powerful Man,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,32,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.701,0.576,8,-6.669,1,0.0364,0.03,3.66e-05,0.307,0.794,112.315,audio_features,4akHkEb1ib1TfK8WkzHpFE,spotify:track:4akHkEb1ib1TfK8WkzHpFE,https://api.spotify.com/v1/tracks/4akHkEb1ib1TfK8WkzHpFE,https://api.spotify.com/v1/audio-analysis/4akHkEb1ib1TfK8WkzHpFE,205065,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1025,0QqIJ2o57gKmjUou1JOFF5,I Saw My Twin,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,29,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.555,0.776,4,-6.508,1,0.0389,0.0159,0.186,0.146,0.683,113.427,audio_features,0QqIJ2o57gKmjUou1JOFF5,spotify:track:0QqIJ2o57gKmjUou1JOFF5,https://api.spotify.com/v1/tracks/0QqIJ2o57gKmjUou1JOFF5,https://api.spotify.com/v1/audio-analysis/0QqIJ2o57gKmjUou1JOFF5,203123,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1026,242DUUeXEneTDY1ok4hRel,Well-dressed,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,41,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.623,0.32,8,-9.266,1,0.0288,0.289,0.0,0.078,0.459,76.912,audio_features,242DUUeXEneTDY1ok4hRel,spotify:track:242DUUeXEneTDY1ok4hRel,https://api.spotify.com/v1/tracks/242DUUeXEneTDY1ok4hRel,https://api.spotify.com/v1/audio-analysis/242DUUeXEneTDY1ok4hRel,242689,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1027,4cVluxrIFQb32KWanHqYDF,Waitress,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,34,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.466,0.835,11,-6.532,1,0.0537,0.0126,0.000199,0.0941,0.497,120.657,audio_features,4cVluxrIFQb32KWanHqYDF,spotify:track:4cVluxrIFQb32KWanHqYDF,https://api.spotify.com/v1/tracks/4cVluxrIFQb32KWanHqYDF,https://api.spotify.com/v1/audio-analysis/4cVluxrIFQb32KWanHqYDF,213551,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1028,4huhB9g7pqBFB6qL1Jf7MJ,Sister Cities,Hop Along,3yYUV3hkJit05YIUEODqgp,Painted Shut,16fimHkQtXptYBytXfHfUs,2015-05-04,38,2015-06-14T11:38:41Z,2015-06-14 11:38:41,2015,6,6,11,0.337,0.898,11,-6.315,1,0.0512,0.00455,0.0062,0.156,0.593,89.864,audio_features,4huhB9g7pqBFB6qL1Jf7MJ,spotify:track:4huhB9g7pqBFB6qL1Jf7MJ,https://api.spotify.com/v1/tracks/4huhB9g7pqBFB6qL1Jf7MJ,https://api.spotify.com/v1/audio-analysis/4huhB9g7pqBFB6qL1Jf7MJ,307903,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1029,2q0JdWkNIP4rpFyRBcE1Ke,Powerful Man,Hop Along,3yYUV3hkJit05YIUEODqgp,Powerful Man,61QSbeDGPtmVexHZl3rBxH,2015-03-24,0,2015-04-09T10:57:52Z,2015-04-09 10:57:52,2015,4,3,10,0.715,0.573,8,-6.668,1,0.0353,0.0285,4.16e-05,0.306,0.765,112.35,audio_features,2q0JdWkNIP4rpFyRBcE1Ke,spotify:track:2q0JdWkNIP4rpFyRBcE1Ke,https://api.spotify.com/v1/tracks/2q0JdWkNIP4rpFyRBcE1Ke,https://api.spotify.com/v1/audio-analysis/2q0JdWkNIP4rpFyRBcE1Ke,205065,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1030,0MU1272uxkGHaX1Qh56YxT,No Good Al Joad,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.388,0.222,4,-9.587,1,0.0737,0.641,1.83e-06,0.355,0.289,166.204,audio_features,0MU1272uxkGHaX1Qh56YxT,spotify:track:0MU1272uxkGHaX1Qh56YxT,https://api.spotify.com/v1/tracks/0MU1272uxkGHaX1Qh56YxT,https://api.spotify.com/v1/audio-analysis/0MU1272uxkGHaX1Qh56YxT,207720,3,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1031,0rMGFZarxz3rnyt68cHfm6,Trouble Found Me,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.43,0.0772,0,-11.7,1,0.0309,0.928,0.000287,0.112,0.137,73.607,audio_features,0rMGFZarxz3rnyt68cHfm6,spotify:track:0rMGFZarxz3rnyt68cHfm6,https://api.spotify.com/v1/tracks/0rMGFZarxz3rnyt68cHfm6,https://api.spotify.com/v1/audio-analysis/0rMGFZarxz3rnyt68cHfm6,226551,3,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1032,08rBbeKGFmcg3wVCZjoyzo,Sally II,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.549,0.83,2,-5.87,1,0.0311,0.000484,6.65e-06,0.1,0.812,113.035,audio_features,08rBbeKGFmcg3wVCZjoyzo,spotify:track:08rBbeKGFmcg3wVCZjoyzo,https://api.spotify.com/v1/tracks/08rBbeKGFmcg3wVCZjoyzo,https://api.spotify.com/v1/audio-analysis/08rBbeKGFmcg3wVCZjoyzo,152550,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1033,7nCsPgMhO2m1FhRvhYo6p0,Some Grace,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.468,0.174,4,-10.258,1,0.0455,0.882,4.79e-06,0.125,0.151,85.308,audio_features,7nCsPgMhO2m1FhRvhYo6p0,spotify:track:7nCsPgMhO2m1FhRvhYo6p0,https://api.spotify.com/v1/tracks/7nCsPgMhO2m1FhRvhYo6p0,https://api.spotify.com/v1/audio-analysis/7nCsPgMhO2m1FhRvhYo6p0,187873,3,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1034,4i3g8H5DlmwCp4zA7u5aWr,Tibetan Pop Stars,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.561,0.707,4,-7.038,1,0.0397,0.0719,0.0,0.0782,0.559,122.816,audio_features,4i3g8H5DlmwCp4zA7u5aWr,spotify:track:4i3g8H5DlmwCp4zA7u5aWr,https://api.spotify.com/v1/tracks/4i3g8H5DlmwCp4zA7u5aWr,https://api.spotify.com/v1/audio-analysis/4i3g8H5DlmwCp4zA7u5aWr,261122,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1035,2cfStlNJDXj3bywCDDlHQK,Diamond Mine,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.375,0.532,4,-9.844,1,0.0536,0.128,0.000273,0.234,0.472,114.388,audio_features,2cfStlNJDXj3bywCDDlHQK,spotify:track:2cfStlNJDXj3bywCDDlHQK,https://api.spotify.com/v1/tracks/2cfStlNJDXj3bywCDDlHQK,https://api.spotify.com/v1/audio-analysis/2cfStlNJDXj3bywCDDlHQK,332095,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1036,67sypabMU2RWSINGPRT5mV,Kids On the Boardwalk,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.559,0.589,6,-7.27,1,0.0297,0.149,1.2e-05,0.328,0.869,86.543,audio_features,67sypabMU2RWSINGPRT5mV,spotify:track:67sypabMU2RWSINGPRT5mV,https://api.spotify.com/v1/tracks/67sypabMU2RWSINGPRT5mV,https://api.spotify.com/v1/audio-analysis/67sypabMU2RWSINGPRT5mV,170273,3,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1037,5GJa0QRVWu34yMTbPZzbcc,Laments,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.343,0.456,4,-9.096,1,0.0355,0.431,0.000153,0.484,0.145,91.703,audio_features,5GJa0QRVWu34yMTbPZzbcc,spotify:track:5GJa0QRVWu34yMTbPZzbcc,https://api.spotify.com/v1/tracks/5GJa0QRVWu34yMTbPZzbcc,https://api.spotify.com/v1/audio-analysis/5GJa0QRVWu34yMTbPZzbcc,403073,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1038,5ROpKdJSspc1llq5wH4t91,Young and Happy!,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.442,0.892,11,-6.866,1,0.0564,0.000869,0.000119,0.0974,0.545,124.671,audio_features,5ROpKdJSspc1llq5wH4t91,spotify:track:5ROpKdJSspc1llq5wH4t91,https://api.spotify.com/v1/tracks/5ROpKdJSspc1llq5wH4t91,https://api.spotify.com/v1/audio-analysis/5ROpKdJSspc1llq5wH4t91,293869,4,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1039,1UuyGrNZxePRTlVOTnLPLa,Get Disowned,Hop Along,3yYUV3hkJit05YIUEODqgp,Get Disowned,3aa4jaOcNZxdPfZr71nUfV,2012-05-05,0,2014-10-08T06:51:52Z,2014-10-08 06:51:52,2014,10,2,6,0.426,0.519,11,-8.012,1,0.0287,0.73,5.16e-05,0.107,0.429,95.741,audio_features,1UuyGrNZxePRTlVOTnLPLa,spotify:track:1UuyGrNZxePRTlVOTnLPLa,https://api.spotify.com/v1/tracks/1UuyGrNZxePRTlVOTnLPLa,https://api.spotify.com/v1/audio-analysis/1UuyGrNZxePRTlVOTnLPLa,172162,3,"['alternative emo', 'art pop', 'emo', 'folk punk', 'indie pop', 'indie punk', 'indie rock', 'philly indie']"
1040,0RQYrcssIO3pYKuZZs7BFn,"Suite Bergamasque, L. 75: III. Clair de lune",Claude Debussy,1Uff91EOsvd99rtAupatMP,Piano Chillout: 15 Relaxing Classical Pieces,4IoXcUCuVr8k0tQUtCB3en,2017-03-03,49,2019-11-29T23:17:13Z,2019-11-29 23:17:13,2019,11,4,23,0.334,0.0525,1,-21.784,1,0.0443,0.994,0.903,0.0971,0.0592,71.054,audio_features,0RQYrcssIO3pYKuZZs7BFn,spotify:track:0RQYrcssIO3pYKuZZs7BFn,https://api.spotify.com/v1/tracks/0RQYrcssIO3pYKuZZs7BFn,https://api.spotify.com/v1/audio-analysis/0RQYrcssIO3pYKuZZs7BFn,297698,5,"['classical', 'impressionism', 'post-romantic era']"
1041,754kgU5rWscRTfvlsuEwFp,Kiss Me,Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None the Richer,0PrcwzkQVEy4y6JPvT5bix,1997,76,2019-11-28T05:36:50Z,2019-11-28 05:36:50,2019,11,3,5,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,audio_features,754kgU5rWscRTfvlsuEwFp,spotify:track:754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/tracks/754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/audio-analysis/754kgU5rWscRTfvlsuEwFp,208680,4,"['neo mellow', 'pop rock']"
1042,7JFGm7ptMSB9q8BZMDUEpT,Breathe Your Name,Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,Divine Discontent,0DlPNJ1lhOgcunXTsBboC0,2002-10-29,41,2019-04-15T00:28:18Z,2019-04-15 00:28:18,2019,4,0,0,0.56,0.804,9,-6.146,1,0.025,0.0357,0.0,0.135,0.538,98.062,audio_features,7JFGm7ptMSB9q8BZMDUEpT,spotify:track:7JFGm7ptMSB9q8BZMDUEpT,https://api.spotify.com/v1/tracks/7JFGm7ptMSB9q8BZMDUEpT,https://api.spotify.com/v1/audio-analysis/7JFGm7ptMSB9q8BZMDUEpT,237267,4,"['neo mellow', 'pop rock']"
1043,1XpbSnblNgVaJxCZSP7nmf,Tonight,Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,Divine Discontent,0DlPNJ1lhOgcunXTsBboC0,2002-10-29,22,2019-04-15T00:28:18Z,2019-04-15 00:28:18,2019,4,0,0,0.516,0.813,7,-5.978,1,0.0354,8.69e-05,3.22e-06,0.0581,0.744,110.134,audio_features,1XpbSnblNgVaJxCZSP7nmf,spotify:track:1XpbSnblNgVaJxCZSP7nmf,https://api.spotify.com/v1/tracks/1XpbSnblNgVaJxCZSP7nmf,https://api.spotify.com/v1/audio-analysis/1XpbSnblNgVaJxCZSP7nmf,232533,4,"['neo mellow', 'pop rock']"
