,track_id,title,artist,artist_id,album,album_id,album_releasedate,popularity,time_added,full_time_added,year_added,month_added,dayofweek_added,hour_added
680,2ax0m8ZcOI2FLt3xlJbgSZ,Chemo Limo,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Soviet Kitsch,0HeAK5QnrTRrksc2WuTYgy,2004-08-17,36,2019-07-01T00:17:39Z,2019-07-01 00:17:39,2019,7,0,0
681,1J2WmkS1Z18AuDWZCgIC5K,Fidelity,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,61,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
682,3x8VM1G75erEHyrlrgwLme,Better,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,47,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
683,2JAUBPBVkimRLc5BGhAkfJ,Samson,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,59,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
684,0OtG96oVZE8SKetFEQcdla,Field Below,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,37,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
685,2AqmtgKAp7scMFisn3j6ma,Hotel Song,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,43,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
686,3p7qdsYAiMbY6PR0aIne4G,Après Moi,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,43,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
687,5iN0fUrfZvDaXT0OuNz6QW,20 Years of Snow,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,34,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
688,2lLZotRXsQL3k2xX8rhl7q,That Time,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,39,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
689,2cTeyHw5tZLewQZhsbup9Y,Edit,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,33,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
690,3MeznLFydzsimMyFOjlL6N,Lady,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,35,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
691,2PnFHCWo2FIbMCXwvGM1kH,Summer in the City,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,36,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
692,2O4uO8jHAULYH5gMIy9eVD,Another Town,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,32,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
693,7avPQPMPNVRp0wluO27gMh,Uh-merica,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,31,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
694,6rk1PaIVSAsrWh2jKAh5pE,Baobabs,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,31,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
695,47L4f6FkjPkTzosccqS2li,Düsseldorf,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,31,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
696,6kPkWvv3AXBLFW73Fr6rZG,Music Box,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,34,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
697,7Hxnfdl30YITvCxI6YvHaP,Hero,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,44,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
698,4ypSerL9OO78vi2OdB3HBB,Bartender,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,Begin to Hope,4L4tcx3itXbtx5kuchKhFE,2006-06-13,32,2019-07-01T00:17:22Z,2019-07-01 00:17:22,2019,7,0,0
699,0KoGRiUNOPIYnqULGlHjyb,Resolution,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,33,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
700,5aqlJreIpMnlJk6EQVDdlH,Attractive Today,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,38,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
701,6xyiHZgrmXw7sMyYXbXjPV,Everything Is Alright,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,62,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
702,7m6UCpVtgKo01gbzmzHofx,When You're Around,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,42,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
703,3vPSGhUsgl8TG8w313eeiy,Feel Like Rain,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,34,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
704,4x5xMvk4WFHiHCuDi95SJk,Make Out Kids,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,36,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
705,3XxHgc1rsitKKwkBtT4xIG,Time Turned Fragile,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,35,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
706,2gxfUzq0kLUwdHIo87aHIC,L.G. FUAD,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,50,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
707,6MxsvhhdxBhJxooO66zlO6,Better Open the Door,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,34,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
708,4XU7FgzGwzV7OE3XKdZ3qn,Together We'll Ring In the New Year,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,32,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
709,3zp77tJUUnzapFFrMkBiyW,Hangman,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,31,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
710,1gj2CuM9X66uuTqF7G0lo7,Hold Me Down,Motion City Soundtrack,19zqV9DV3txjMUjHvltl2D,Commit This To Memory,14cwHpqeVuYbwQxmY5tgQT,2005-06-07,40,2019-07-01T00:16:46Z,2019-07-01 00:16:46,2019,7,0,0
711,4EjeB71VqwTMdlFbwD3xTP,The Art Of Losing,American Hi-Fi,4XlcLj6bxCnpBIOHmBpIWP,The Art Of Losing,2EqQIatD5JB7TplX0S2jup,2003-02-24,48,2019-07-01T00:16:15Z,2019-07-01 00:16:15,2019,7,0,0
712,2lsElQ79RZMRJOZUUG7tyz,Daddy's Little Defect,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Start Static,510DZYvYWJ16uDgfj7hSCf,2002,30,2019-07-01T00:15:12Z,2019-07-01 00:15:12,2019,7,0,0
713,1rUHLQEmtefobuukC1SVDf,Bouncing Off The Walls,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Start Static,510DZYvYWJ16uDgfj7hSCf,2002,54,2019-07-01T00:14:59Z,2019-07-01 00:14:59,2019,7,0,0
714,1Ccfln01enm4SeFjgFqpLZ,Hate Every Beautiful Day,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Start Static,510DZYvYWJ16uDgfj7hSCf,2002,34,2019-07-01T00:14:56Z,2019-07-01 00:14:56,2019,7,0,0
715,7G3NwzBfymA9vvtWEKpSFq,Stuck In America,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Start Static,510DZYvYWJ16uDgfj7hSCf,2002,43,2019-07-01T00:14:44Z,2019-07-01 00:14:44,2019,7,0,0
716,2UJdzZC9PqzamARbdVX8Ce,Crying,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,28,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
717,0YFnOJ34D4CB4P2PgyPTop,Worst December,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,26,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
718,3AkyQA5WWh5jR4XrUIs4Ur,Back to California,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,30,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
719,3n2anB4L4hK8H8XBcKbnGE,Destination Anywhere,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,24,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
720,6GQbDyiharYP8AaKKYZtpL,Champagne,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,29,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
721,4WYhO5QZNYrYzzHEQ05Qgy,What You Say,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,25,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
722,2Bs3R543uDKVJM0zulEg34,Over,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,27,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
723,5p9NVSwSqUacCgWljCBuLt,Head Up,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,23,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
724,6lUo2HJQJscPHPoVd2A4MG,Counting Stars,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,28,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
725,5GgepdDF6n4MNY0zEPxWAp,Sign Off,Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,Palm Trees and Power Lines,5pCXe1ZrHEUZeYhMCe0pLX,2004-04-13,21,2019-07-01T00:14:24Z,2019-07-01 00:14:24,2019,7,0,0
726,63IIUzd6eJBfCGIcF8MFnJ,Way Away,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,57,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
727,0DxN6Ywom8nnndyQXdSBPy,Breathing,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,60,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
728,23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,73,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
729,1P30N7kY4XwOw7vwmjRxPH,Empty Apartment,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,48,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
730,3aF2TiQRip2lJ4ICh1Okbh,Life Of A Salesman,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,41,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
731,0gZp88SA5OcujHLDGkxtI3,Only One,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,63,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
732,18eq41lcx45De3EvIl4t7J,Miles Apart,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,41,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
733,7csA0DPfWfQMnFypUMqWEQ,View From Heaven,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,40,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
734,0Zlqe9qOaYcOtmr5l9pnpn,Inside Out,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,38,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
735,7r6KgeFLSGJqbu90KJg1Bv,Believe,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,48,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
736,7cADRJ05LekX8qqSkJkNRH,"One Year, Six Months",Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,42,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
737,74CZd8Sqdyh5vs7Zni81fy,Back Home,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,2003-01-01,39,2019-07-01T00:13:44Z,2019-07-01 00:13:44,2019,7,0,0
738,4GiVcDqNQI0fc0yYuRGH9m,Inside Out,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,1qJOmC60ez9RNWPg4ELMBW,1998,66,2019-07-01T00:12:55Z,2019-07-01 00:12:55,2019,7,0,0
739,5oypMLlBP9OOAQKxNjNCJk,Without You Here,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,23,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
740,0SqgZ5KpfX24W8ZeGzOle2,Think Twice,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,48,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
741,5ktrwqbhQTfP9xdiyGWvQz,At Least We're Dreaming,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,30,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
742,4xupoPOZf6OaOoZSQWePKJ,Still Here Waiting,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,21,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
743,4EWO7l77GaJZEDgveyK1KL,Good Lives,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,24,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
744,2pGKyxwgiFcKuMqnSklBih,Hey Montana,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,22,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
745,55veRNZnbtNmKT00mpQywZ,Bring The Night On,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,23,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
746,0ia4OLa91FblsK8hfMGSgM,Friend Of Mine,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,23,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
747,19bF82dqgHp0nm0LeK5VA7,Girlfriend,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,23,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
748,4Q0KkmMD0UXq06X0wmHDwz,Hokis,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,21,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
749,4jtIv8FoNGog1VritlW2bv,Arch Drive Goodbye,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,It's All In Your Head,7Fsz6Qtc6matrjRn0OylK2,2003-07-01,26,2019-07-01T00:12:46Z,2019-07-01 00:12:46,2019,7,0,0
750,5GWyNA4n9hx5rhkK0KvQ83,Lullaby,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Taking The Long Way,2NeJdEWras0uSuzLPlJZk5,2006-04-07,50,2019-07-01T00:11:39Z,2019-07-01 00:11:39,2019,7,0,0
751,6LCEyZZHFF4ebF1Mike1s5,Not Ready to Make Nice,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Taking The Long Way,2NeJdEWras0uSuzLPlJZk5,2006-04-07,64,2019-07-01T00:11:35Z,2019-07-01 00:11:35,2019,7,0,0
752,1m9psn7vXZCkPA5Mykloh8,Easy Silence,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Taking The Long Way,2NeJdEWras0uSuzLPlJZk5,2006-04-07,50,2019-07-01T00:11:32Z,2019-07-01 00:11:32,2019,7,0,0
753,2lSUGI2s9EjbA93nahmpsL,Lil' Jack Slade,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,33,2019-07-01T00:11:23Z,2019-07-01 00:11:23,2019,7,0,0
754,1zpIpaDCv77z6zN2fHNTW9,Godspeed (Sweet Dreams),Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,50,2019-07-01T00:11:23Z,2019-07-01 00:11:23,2019,7,0,0
755,0agOh4F8PiHH5NtTwtumYY,Top of the World,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,47,2019-07-01T00:11:23Z,2019-07-01 00:11:23,2019,7,0,0
756,1DtQWgLprt0aNPKYymhVCy,"Tortured, Tangled Hearts",Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,44,2019-07-01T00:11:13Z,2019-07-01 00:11:13,2019,7,0,0
757,6bRT1zoCrrdimCPlAXqi42,I Believe in Love,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,44,2019-07-01T00:11:10Z,2019-07-01 00:11:10,2019,7,0,0
758,1FugsI82rYOYyvvTQDBO81,More Love,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,37,2019-07-01T00:11:07Z,2019-07-01 00:11:07,2019,7,0,0
759,5qjjDvyobtDUUU4VDbQbec,A Home,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,39,2019-07-01T00:11:04Z,2019-07-01 00:11:04,2019,7,0,0
760,18VxeyQdMQQG3FaY2I8A04,White Trash Wedding,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,38,2019-07-01T00:11:01Z,2019-07-01 00:11:01,2019,7,0,0
761,0IEHa6zoxOfQx7jDpcYQ1l,Truth No. 2,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,42,2019-07-01T00:10:58Z,2019-07-01 00:10:58,2019,7,0,0
762,0AkZjWYCMJ8wWiNex7LmkY,Travelin' Soldier,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,59,2019-07-01T00:10:54Z,2019-07-01 00:10:54,2019,7,0,0
763,5hviCr3lgg6LY6noG6DPKs,Landslide,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,69,2019-07-01T00:10:52Z,2019-07-01 00:10:52,2019,7,0,0
764,0JiX8NsRdCHm8GliFuf97V,Long Time Gone,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Home,1zgQkZFMRqx1Lz9GVXghLt,2002-07-26,54,2019-07-01T00:10:50Z,2019-07-01 00:10:50,2019,7,0,0
765,7rqaqQurHzR5xHAhdm1gmM,Goodbye Earl,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Fly,3y6G5El2I6QrJA9BdfAbqA,1999-08-27,60,2019-07-01T00:10:36Z,2019-07-01 00:10:36,2019,7,0,0
766,2dtitppHZmA0MxLZ3Giq3o,Cold Day in July,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Fly,3y6G5El2I6QrJA9BdfAbqA,1999-08-27,47,2019-07-01T00:10:32Z,2019-07-01 00:10:32,2019,7,0,0
767,3rXCZRMiMZp0feGcYXpwYX,Cowboy Take Me Away,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Fly,3y6G5El2I6QrJA9BdfAbqA,1999-08-27,67,2019-07-01T00:10:29Z,2019-07-01 00:10:29,2019,7,0,0
768,2MMZ1Llts0rTaU834P2Xct,If I Fall You're Going Down with Me,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Fly,3y6G5El2I6QrJA9BdfAbqA,1999-08-27,44,2019-07-01T00:10:25Z,2019-07-01 00:10:25,2019,7,0,0
769,7yNTZj1ugKCeRJdSP1meOk,Ready to Run,Dixie Chicks,25IG9fa7cbdmCIy3OnuH57,Fly,3y6G5El2I6QrJA9BdfAbqA,1999-08-27,56,2019-07-01T00:10:21Z,2019-07-01 00:10:21,2019,7,0,0
770,2ZMn1mWprWOckxajk4uyJv,brushes,Insignificant Other,38i6Mmxdca0hxDtlpswXxH,i'm so glad i feel this way about you,0fHZimngrJe4VaddJUcIYp,2019-04-17,22,2019-06-16T17:02:32Z,2019-06-16 17:02:32,2019,6,6,17
771,58VKKZ6gUWpUSJmwMPxn1w,well,Insignificant Other,38i6Mmxdca0hxDtlpswXxH,i'm so glad i feel this way about you,0fHZimngrJe4VaddJUcIYp,2019-04-17,15,2019-06-16T17:02:32Z,2019-06-16 17:02:32,2019,6,6,17
772,4ar7rMvnnhqiXwIr8P14Ol,bitter sweetness,Insignificant Other,38i6Mmxdca0hxDtlpswXxH,i'm so glad i feel this way about you,0fHZimngrJe4VaddJUcIYp,2019-04-17,15,2019-06-16T17:02:32Z,2019-06-16 17:02:32,2019,6,6,17
773,2rFB2r05YeRpsWAwIyUvWr,january,Insignificant Other,38i6Mmxdca0hxDtlpswXxH,i'm so glad i feel this way about you,0fHZimngrJe4VaddJUcIYp,2019-04-17,14,2019-06-16T17:02:32Z,2019-06-16 17:02:32,2019,6,6,17
774,3KEUt6PUPQNmzVZIQSGwyr,un mensaje,Insignificant Other,38i6Mmxdca0hxDtlpswXxH,i'm so glad i feel this way about you,0fHZimngrJe4VaddJUcIYp,2019-04-17,20,2019-06-16T17:02:32Z,2019-06-16 17:02:32,2019,6,6,17
775,0lg4uNTB754E7o1kOBu06K,real date,Insignificant Other,38i6Mmxdca0hxDtlpswXxH,i'm so glad i feel this way about you,0fHZimngrJe4VaddJUcIYp,2019-04-17,21,2019-06-16T17:02:32Z,2019-06-16 17:02:32,2019,6,6,17
776,3kPAEG18jyInIv6uU8A4r7,Blue Pills (Denial),Caulfield,5VBkxOBKaNwGOQ9tu4YNc5,Blue Pills (Denial),1iD875zsr4grsCA4l0Jzzv,2018-09-13,3,2019-06-14T03:12:30Z,2019-06-14 03:12:30,2019,6,4,3
777,4z9WXbp9oQxnRtmBV8bh5X,I Wanna Dance With Somebody (Who Loves Me),Marian Hill,1xHQO9GJIW9OXHxGBISYc5,The Time Is Now!,36bkD1IoDWM5DIbgFR5okR,2016-10-07,35,2019-06-10T00:53:11Z,2019-06-10 00:53:11,2019,6,0,0
778,2MHdIP9qDvpHDsJfIXp0j6,Lips,Marian Hill,1xHQO9GJIW9OXHxGBISYc5,Sway,4GgwHp794AzZkv2hh8geZu,2015-02-17,44,2019-06-10T00:49:13Z,2019-06-10 00:49:13,2019,6,0,0
779,6lUY6MoqGgPnA27PHYxem5,Bulletproof,La Roux,3K2zB87GZv1krx031en5VA,La Roux,3elHo10HDaxn13uuVhiTWH,2009-01-01,65,2019-06-04T21:09:03Z,2019-06-04 21:09:03,2019,6,1,21
780,6kBUhApaNkUZTV7C3ekqvc,"Save a Horse, Ride a Daoboy",The Callous Daoboys,4ZWRLOs7c4drt9mKGc0Ds0,Animal Tetris,11CtUOvXdkv5sCXGricwSa,2017-12-01,6,2019-06-04T02:48:52Z,2019-06-04 02:48:52,2019,6,1,2
