,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
391,0.579,0.662,9,-6.885,1,0.0245,0.000625,3.89e-06,0.117,0.574,102.951,audio_features,1crbFuCkGL4kXnAGd63RXq,spotify:track:1crbFuCkGL4kXnAGd63RXq,https://api.spotify.com/v1/tracks/1crbFuCkGL4kXnAGd63RXq,https://api.spotify.com/v1/audio-analysis/1crbFuCkGL4kXnAGd63RXq,203733,4
392,0.556,0.663,7,-8.965,0,0.0261,0.322,0.000773,0.129,0.446,113.118,audio_features,2Wc6WJFIh86EDnlMxIKhv8,spotify:track:2Wc6WJFIh86EDnlMxIKhv8,https://api.spotify.com/v1/tracks/2Wc6WJFIh86EDnlMxIKhv8,https://api.spotify.com/v1/audio-analysis/2Wc6WJFIh86EDnlMxIKhv8,191373,3
393,0.566,0.621,0,-8.762,1,0.0263,0.091,9.5e-06,0.0882,0.4,112.149,audio_features,4QJ9qzD7PHDET2bwlOxXyO,spotify:track:4QJ9qzD7PHDET2bwlOxXyO,https://api.spotify.com/v1/tracks/4QJ9qzD7PHDET2bwlOxXyO,https://api.spotify.com/v1/audio-analysis/4QJ9qzD7PHDET2bwlOxXyO,219360,4
394,0.369,0.546,2,-10.049,1,0.0327,0.18,0.925,0.112,0.0518,170.13,audio_features,1LpYgSYSSWh7Sb751TXkK9,spotify:track:1LpYgSYSSWh7Sb751TXkK9,https://api.spotify.com/v1/tracks/1LpYgSYSSWh7Sb751TXkK9,https://api.spotify.com/v1/audio-analysis/1LpYgSYSSWh7Sb751TXkK9,308507,3
395,0.615,0.476,2,-12.205,0,0.0337,0.161,0.0334,0.0946,0.611,91.584,audio_features,5vFKQF10Jhyysg3JUbfBUd,spotify:track:5vFKQF10Jhyysg3JUbfBUd,https://api.spotify.com/v1/tracks/5vFKQF10Jhyysg3JUbfBUd,https://api.spotify.com/v1/audio-analysis/5vFKQF10Jhyysg3JUbfBUd,194227,4
396,0.621,0.853,2,-5.735,0,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142,audio_features,5yc59J3MR3tVDPTOgwgRI5,spotify:track:5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/tracks/5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/audio-analysis/5yc59J3MR3tVDPTOgwgRI5,229413,4
397,0.361,0.47,0,-9.765,1,0.0324,0.565,0.000396,0.0728,0.431,200.273,audio_features,7xBWYN1Dzciatr34K6sfDh,spotify:track:7xBWYN1Dzciatr34K6sfDh,https://api.spotify.com/v1/tracks/7xBWYN1Dzciatr34K6sfDh,https://api.spotify.com/v1/audio-analysis/7xBWYN1Dzciatr34K6sfDh,252560,4
398,0.71,0.698,2,-5.797,1,0.0332,0.0697,0.0,0.478,0.852,104.007,audio_features,4asjU3sDnn3002bTJIg2vZ,spotify:track:4asjU3sDnn3002bTJIg2vZ,https://api.spotify.com/v1/tracks/4asjU3sDnn3002bTJIg2vZ,https://api.spotify.com/v1/audio-analysis/4asjU3sDnn3002bTJIg2vZ,264813,4
399,0.622,0.439,6,-6.898,1,0.033,0.227,8.78e-06,0.108,0.157,140.278,audio_features,0rIvoPuIQ2ZL4N3HIhyOH0,spotify:track:0rIvoPuIQ2ZL4N3HIhyOH0,https://api.spotify.com/v1/tracks/0rIvoPuIQ2ZL4N3HIhyOH0,https://api.spotify.com/v1/audio-analysis/0rIvoPuIQ2ZL4N3HIhyOH0,199467,4
400,0.275,0.714,7,-5.124,1,0.0328,0.395,0.0,0.115,0.242,94.082,audio_features,4OciRObYGzPzlU40U7YRc8,spotify:track:4OciRObYGzPzlU40U7YRc8,https://api.spotify.com/v1/tracks/4OciRObYGzPzlU40U7YRc8,https://api.spotify.com/v1/audio-analysis/4OciRObYGzPzlU40U7YRc8,202347,3
401,0.651,0.876,8,-7.033,1,0.357,0.135,0.0,0.224,0.736,76.166,audio_features,69jqKUauM2XyKBQ6eOZzB6,spotify:track:69jqKUauM2XyKBQ6eOZzB6,https://api.spotify.com/v1/tracks/69jqKUauM2XyKBQ6eOZzB6,https://api.spotify.com/v1/audio-analysis/69jqKUauM2XyKBQ6eOZzB6,189531,4
402,0.419,0.945,4,-5.406,1,0.119,0.0985,0.0121,0.23,0.695,181.175,audio_features,1ru5R5iSawvuMELqKXxLjS,spotify:track:1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/tracks/1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/audio-analysis/1ru5R5iSawvuMELqKXxLjS,194760,4
403,0.288,0.987,4,-1.359,1,0.223,0.0168,0.0,0.264,0.336,184.662,audio_features,28TReO2Mxk9Q3GA4K98YSz,spotify:track:28TReO2Mxk9Q3GA4K98YSz,https://api.spotify.com/v1/tracks/28TReO2Mxk9Q3GA4K98YSz,https://api.spotify.com/v1/audio-analysis/28TReO2Mxk9Q3GA4K98YSz,147960,4
404,0.317,0.839,1,-6.272,0,0.0509,0.00372,0.00304,0.209,0.293,199.355,audio_features,4Q5rEdxXCYTt33nHm11HQd,spotify:track:4Q5rEdxXCYTt33nHm11HQd,https://api.spotify.com/v1/tracks/4Q5rEdxXCYTt33nHm11HQd,https://api.spotify.com/v1/audio-analysis/4Q5rEdxXCYTt33nHm11HQd,207145,4
405,0.255,0.946,9,-4.876,1,0.152,0.000288,0.000565,0.196,0.223,155.967,audio_features,7BmWDAlFk1DCL60I435oaE,spotify:track:7BmWDAlFk1DCL60I435oaE,https://api.spotify.com/v1/tracks/7BmWDAlFk1DCL60I435oaE,https://api.spotify.com/v1/audio-analysis/7BmWDAlFk1DCL60I435oaE,228832,4
406,0.207,0.931,6,-4.452,1,0.083,0.000274,0.00387,0.243,0.324,204.227,audio_features,1uihOJbHkJJlDwUUOa0yqu,spotify:track:1uihOJbHkJJlDwUUOa0yqu,https://api.spotify.com/v1/tracks/1uihOJbHkJJlDwUUOa0yqu,https://api.spotify.com/v1/audio-analysis/1uihOJbHkJJlDwUUOa0yqu,204844,4
407,0.553,0.155,9,-8.905,1,0.034,0.843,0.00012,0.114,0.45,102.99,audio_features,6ey6o0CyYoRbU71ChOF6zi,spotify:track:6ey6o0CyYoRbU71ChOF6zi,https://api.spotify.com/v1/tracks/6ey6o0CyYoRbU71ChOF6zi,https://api.spotify.com/v1/audio-analysis/6ey6o0CyYoRbU71ChOF6zi,232453,4
408,0.728,0.69,8,-4.344,0,0.0524,0.0164,0.0,0.104,0.415,94.028,audio_features,4ieCzIuNJAzTcDDu3DX2VC,spotify:track:4ieCzIuNJAzTcDDu3DX2VC,https://api.spotify.com/v1/tracks/4ieCzIuNJAzTcDDu3DX2VC,https://api.spotify.com/v1/audio-analysis/4ieCzIuNJAzTcDDu3DX2VC,221153,4
409,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,audio_features,1gk3FhAV07q9Jg77UxnVjX,spotify:track:1gk3FhAV07q9Jg77UxnVjX,https://api.spotify.com/v1/tracks/1gk3FhAV07q9Jg77UxnVjX,https://api.spotify.com/v1/audio-analysis/1gk3FhAV07q9Jg77UxnVjX,289307,4
410,0.433,0.629,11,-7.859,0,0.0365,0.619,0.0012,0.11,0.222,138.857,audio_features,7nPISm9kJLgZVhkIozoLZS,spotify:track:7nPISm9kJLgZVhkIozoLZS,https://api.spotify.com/v1/tracks/7nPISm9kJLgZVhkIozoLZS,https://api.spotify.com/v1/audio-analysis/7nPISm9kJLgZVhkIozoLZS,208893,4
411,0.486,0.977,7,-3.463,1,0.0603,0.00237,0.0,0.298,0.413,103.501,audio_features,0BpKPyXhWsTaWkgXeOd1Sn,spotify:track:0BpKPyXhWsTaWkgXeOd1Sn,https://api.spotify.com/v1/tracks/0BpKPyXhWsTaWkgXeOd1Sn,https://api.spotify.com/v1/audio-analysis/0BpKPyXhWsTaWkgXeOd1Sn,221093,4
412,0.447,0.896,0,-4.172,1,0.111,0.0552,0.157,0.329,0.613,62.967,audio_features,24Dr7i66mAru2lUDaAE6xu,spotify:track:24Dr7i66mAru2lUDaAE6xu,https://api.spotify.com/v1/tracks/24Dr7i66mAru2lUDaAE6xu,https://api.spotify.com/v1/audio-analysis/24Dr7i66mAru2lUDaAE6xu,176427,4
413,0.591,0.817,0,-5.819,1,0.0487,0.00732,8.8e-05,0.119,0.851,149.956,audio_features,2YpqsrFj6N13i4AX2LBTkQ,spotify:track:2YpqsrFj6N13i4AX2LBTkQ,https://api.spotify.com/v1/tracks/2YpqsrFj6N13i4AX2LBTkQ,https://api.spotify.com/v1/audio-analysis/2YpqsrFj6N13i4AX2LBTkQ,161360,4
414,0.637,0.636,0,-4.675,0,0.109,0.011,0.00139,0.0706,0.788,75.276,audio_features,6Y7vgyXBoedIKgvmZSYXMw,spotify:track:6Y7vgyXBoedIKgvmZSYXMw,https://api.spotify.com/v1/tracks/6Y7vgyXBoedIKgvmZSYXMw,https://api.spotify.com/v1/audio-analysis/6Y7vgyXBoedIKgvmZSYXMw,191432,4
415,0.38,0.537,0,-8.183,1,0.0383,0.00263,0.0658,0.148,0.386,124.375,audio_features,5tHSY6tZR411ZTOTh2g2ks,spotify:track:5tHSY6tZR411ZTOTh2g2ks,https://api.spotify.com/v1/tracks/5tHSY6tZR411ZTOTh2g2ks,https://api.spotify.com/v1/audio-analysis/5tHSY6tZR411ZTOTh2g2ks,325773,4
416,0.594,0.898,7,-4.631,1,0.154,0.000532,1.84e-05,0.401,0.633,117.986,audio_features,1JmCbUCWrg5DcNnwxmrXIY,spotify:track:1JmCbUCWrg5DcNnwxmrXIY,https://api.spotify.com/v1/tracks/1JmCbUCWrg5DcNnwxmrXIY,https://api.spotify.com/v1/audio-analysis/1JmCbUCWrg5DcNnwxmrXIY,152600,4
417,0.381,0.62,11,-10.425,0,0.0619,0.19,1.51e-05,0.332,0.839,170.536,audio_features,5OLMDCPxkID6L2XSH41FbF,spotify:track:5OLMDCPxkID6L2XSH41FbF,https://api.spotify.com/v1/tracks/5OLMDCPxkID6L2XSH41FbF,https://api.spotify.com/v1/audio-analysis/5OLMDCPxkID6L2XSH41FbF,202987,4
418,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,audio_features,1rfofaqEpACxVEHIZBJe6W,spotify:track:1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,217307,4
419,0.475,0.683,4,-6.417,0,0.0612,0.0271,0.00983,0.721,0.46,122.077,audio_features,2hbkvpd1wYeGvMjYv9PLyE,spotify:track:2hbkvpd1wYeGvMjYv9PLyE,https://api.spotify.com/v1/tracks/2hbkvpd1wYeGvMjYv9PLyE,https://api.spotify.com/v1/audio-analysis/2hbkvpd1wYeGvMjYv9PLyE,258346,4
420,0.421,0.935,7,-2.601,1,0.438,0.00978,0.0,0.165,0.645,155.855,audio_features,3CTBO7cZM8tM3jIZmAWiFr,spotify:track:3CTBO7cZM8tM3jIZmAWiFr,https://api.spotify.com/v1/tracks/3CTBO7cZM8tM3jIZmAWiFr,https://api.spotify.com/v1/audio-analysis/3CTBO7cZM8tM3jIZmAWiFr,191069,4
421,0.693,0.849,7,-4.517,1,0.0892,0.00466,0.00127,0.503,0.767,99.021,audio_features,6h2wpo2pshM8QnAvRySEO0,spotify:track:6h2wpo2pshM8QnAvRySEO0,https://api.spotify.com/v1/tracks/6h2wpo2pshM8QnAvRySEO0,https://api.spotify.com/v1/audio-analysis/6h2wpo2pshM8QnAvRySEO0,175235,4
422,0.694,0.807,2,-3.183,1,0.0888,0.0167,0.0,0.547,0.797,144.031,audio_features,5I7sGubUsKo4mVJpBoSVUr,spotify:track:5I7sGubUsKo4mVJpBoSVUr,https://api.spotify.com/v1/tracks/5I7sGubUsKo4mVJpBoSVUr,https://api.spotify.com/v1/audio-analysis/5I7sGubUsKo4mVJpBoSVUr,184858,4
423,0.475,0.716,11,-4.437,1,0.0358,0.0267,0.0,0.331,0.285,87.228,audio_features,4gYWFppCEwUAxehFPQPgZ7,spotify:track:4gYWFppCEwUAxehFPQPgZ7,https://api.spotify.com/v1/tracks/4gYWFppCEwUAxehFPQPgZ7,https://api.spotify.com/v1/audio-analysis/4gYWFppCEwUAxehFPQPgZ7,218293,4
424,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,audio_features,4wzjNqjKAKDU82e8uMhzmr,spotify:track:4wzjNqjKAKDU82e8uMhzmr,https://api.spotify.com/v1/tracks/4wzjNqjKAKDU82e8uMhzmr,https://api.spotify.com/v1/audio-analysis/4wzjNqjKAKDU82e8uMhzmr,192000,4
425,0.518,0.916,3,-3.858,1,0.0454,0.000148,0.0,0.291,0.646,109.864,audio_features,2l57cfmCnOkwNX1tky02n1,spotify:track:2l57cfmCnOkwNX1tky02n1,https://api.spotify.com/v1/tracks/2l57cfmCnOkwNX1tky02n1,https://api.spotify.com/v1/audio-analysis/2l57cfmCnOkwNX1tky02n1,238880,4
426,0.454,0.926,10,-2.171,0,0.0674,0.000445,0.0,0.107,0.574,159.845,audio_features,15VojnPQuAQleWQCBkcS5i,spotify:track:15VojnPQuAQleWQCBkcS5i,https://api.spotify.com/v1/tracks/15VojnPQuAQleWQCBkcS5i,https://api.spotify.com/v1/audio-analysis/15VojnPQuAQleWQCBkcS5i,219840,4
427,0.44,0.968,2,-5.717,1,0.149,0.000588,4.98e-05,0.166,0.324,166.883,audio_features,4C1BEMFeThTt2pTxu1nZPE,spotify:track:4C1BEMFeThTt2pTxu1nZPE,https://api.spotify.com/v1/tracks/4C1BEMFeThTt2pTxu1nZPE,https://api.spotify.com/v1/audio-analysis/4C1BEMFeThTt2pTxu1nZPE,181493,4
428,0.661,0.874,5,-5.904,0,0.0456,0.0168,0.0,0.41,0.682,127.915,audio_features,7N2DblLu8DuZ0seGYSg73v,spotify:track:7N2DblLu8DuZ0seGYSg73v,https://api.spotify.com/v1/tracks/7N2DblLu8DuZ0seGYSg73v,https://api.spotify.com/v1/audio-analysis/7N2DblLu8DuZ0seGYSg73v,216667,4
429,0.443,0.935,4,-3.921,1,0.193,0.000623,0.000644,0.332,0.877,188.043,audio_features,7oKrfFlPUO7ranOLJSIpHf,spotify:track:7oKrfFlPUO7ranOLJSIpHf,https://api.spotify.com/v1/tracks/7oKrfFlPUO7ranOLJSIpHf,https://api.spotify.com/v1/audio-analysis/7oKrfFlPUO7ranOLJSIpHf,164600,4
430,0.834,0.642,11,-6.172,1,0.291,0.381,0.000478,0.118,0.648,160.089,audio_features,4eFXaYD2is6c6Y645Qyyy1,spotify:track:4eFXaYD2is6c6Y645Qyyy1,https://api.spotify.com/v1/tracks/4eFXaYD2is6c6Y645Qyyy1,https://api.spotify.com/v1/audio-analysis/4eFXaYD2is6c6Y645Qyyy1,171000,4
431,0.864,0.476,8,-9.016,1,0.433,0.244,0.0,0.772,0.626,81.896,audio_features,6wUhjJzN7cvzoOX3Zpl8B0,spotify:track:6wUhjJzN7cvzoOX3Zpl8B0,https://api.spotify.com/v1/tracks/6wUhjJzN7cvzoOX3Zpl8B0,https://api.spotify.com/v1/audio-analysis/6wUhjJzN7cvzoOX3Zpl8B0,257867,4
432,0.76,0.633,8,-4.342,1,0.226,0.418,6.36e-06,0.128,0.492,91.114,audio_features,37xInDwVQ0Z01t0a5ETb8z,spotify:track:37xInDwVQ0Z01t0a5ETb8z,https://api.spotify.com/v1/tracks/37xInDwVQ0Z01t0a5ETb8z,https://api.spotify.com/v1/audio-analysis/37xInDwVQ0Z01t0a5ETb8z,322960,4
433,0.562,0.63,7,-10.952,1,0.29,0.155,0.0133,0.095,0.786,157.971,audio_features,2OnzrJ0JDXctZ8LQYmgEbs,spotify:track:2OnzrJ0JDXctZ8LQYmgEbs,https://api.spotify.com/v1/tracks/2OnzrJ0JDXctZ8LQYmgEbs,https://api.spotify.com/v1/audio-analysis/2OnzrJ0JDXctZ8LQYmgEbs,195000,4
434,0.445,0.626,0,-8.696,1,0.0333,0.018,0.000605,0.0858,0.307,122.385,audio_features,5qpkqpn8Q57ULOiB4qL2cD,spotify:track:5qpkqpn8Q57ULOiB4qL2cD,https://api.spotify.com/v1/tracks/5qpkqpn8Q57ULOiB4qL2cD,https://api.spotify.com/v1/audio-analysis/5qpkqpn8Q57ULOiB4qL2cD,209400,4
435,0.602,0.612,0,-8.409,1,0.0335,0.206,0.00616,0.107,0.453,122.062,audio_features,2QhURnm7mQDxBb5jWkbDug,spotify:track:2QhURnm7mQDxBb5jWkbDug,https://api.spotify.com/v1/tracks/2QhURnm7mQDxBb5jWkbDug,https://api.spotify.com/v1/audio-analysis/2QhURnm7mQDxBb5jWkbDug,136867,4
436,0.437,0.143,11,-17.012,1,0.0329,0.927,0.0336,0.109,0.0868,132.87,audio_features,7xDydFFgyOYit7yAUsRhrI,spotify:track:7xDydFFgyOYit7yAUsRhrI,https://api.spotify.com/v1/tracks/7xDydFFgyOYit7yAUsRhrI,https://api.spotify.com/v1/audio-analysis/7xDydFFgyOYit7yAUsRhrI,219000,4
437,0.484,0.415,5,-11.546,1,0.043,0.349,2.2e-06,0.295,0.858,92.204,audio_features,6J56Td7qsOpP0YighOsWL6,spotify:track:6J56Td7qsOpP0YighOsWL6,https://api.spotify.com/v1/tracks/6J56Td7qsOpP0YighOsWL6,https://api.spotify.com/v1/audio-analysis/6J56Td7qsOpP0YighOsWL6,212036,4
438,0.798,0.402,6,-12.138,0,0.0731,0.745,0.394,0.147,0.218,113.965,audio_features,0IY6RqIVuJYYdANru7ujDH,spotify:track:0IY6RqIVuJYYdANru7ujDH,https://api.spotify.com/v1/tracks/0IY6RqIVuJYYdANru7ujDH,https://api.spotify.com/v1/audio-analysis/0IY6RqIVuJYYdANru7ujDH,306078,4
439,0.642,0.675,5,-8.19,1,0.107,0.258,0.335,0.11,0.265,82.513,audio_features,4cRPXadQRylHEWmQJ02fIc,spotify:track:4cRPXadQRylHEWmQJ02fIc,https://api.spotify.com/v1/tracks/4cRPXadQRylHEWmQJ02fIc,https://api.spotify.com/v1/audio-analysis/4cRPXadQRylHEWmQJ02fIc,244173,4
440,0.73,0.681,8,-7.582,0,0.0405,0.0441,0.000245,0.27,0.446,106.017,audio_features,1Z2MfAx1nJ09NzGjodnvRW,spotify:track:1Z2MfAx1nJ09NzGjodnvRW,https://api.spotify.com/v1/tracks/1Z2MfAx1nJ09NzGjodnvRW,https://api.spotify.com/v1/audio-analysis/1Z2MfAx1nJ09NzGjodnvRW,302492,4
441,0.621,0.722,7,-7.002,1,0.0542,0.0173,3.74e-05,0.0808,0.451,94.985,audio_features,69vzkewKl2LPquyEiqD8BB,spotify:track:69vzkewKl2LPquyEiqD8BB,https://api.spotify.com/v1/tracks/69vzkewKl2LPquyEiqD8BB,https://api.spotify.com/v1/audio-analysis/69vzkewKl2LPquyEiqD8BB,308893,4
442,0.879,0.732,11,-5.016,0,0.061,0.027,0.0,0.0656,0.355,120.052,audio_features,0FhBANnxcQBgD3tQ75WFAn,spotify:track:0FhBANnxcQBgD3tQ75WFAn,https://api.spotify.com/v1/tracks/0FhBANnxcQBgD3tQ75WFAn,https://api.spotify.com/v1/audio-analysis/0FhBANnxcQBgD3tQ75WFAn,156284,4
443,0.482,0.453,0,-8.864,1,0.059,0.0323,0.00243,0.149,0.17,134.799,audio_features,2EznBGrlmx9wBeYgyDojsA,spotify:track:2EznBGrlmx9wBeYgyDojsA,https://api.spotify.com/v1/tracks/2EznBGrlmx9wBeYgyDojsA,https://api.spotify.com/v1/audio-analysis/2EznBGrlmx9wBeYgyDojsA,200338,4
444,0.672,0.291,8,-7.843,1,0.0897,0.0375,3.89e-06,0.0925,0.417,100.961,audio_features,5OpiyfqaQLdtwHd3SfembH,spotify:track:5OpiyfqaQLdtwHd3SfembH,https://api.spotify.com/v1/tracks/5OpiyfqaQLdtwHd3SfembH,https://api.spotify.com/v1/audio-analysis/5OpiyfqaQLdtwHd3SfembH,240426,4
445,0.667,0.465,8,-8.096,1,0.0339,0.0426,0.00649,0.465,0.34,123.883,audio_features,5dzV75f9qVXVvdXLTqIG4L,spotify:track:5dzV75f9qVXVvdXLTqIG4L,https://api.spotify.com/v1/tracks/5dzV75f9qVXVvdXLTqIG4L,https://api.spotify.com/v1/audio-analysis/5dzV75f9qVXVvdXLTqIG4L,280080,4
